日付け,終値,,,,,
2024/7/31,149.98,,,,,
2024/7/30,152.76,,,,,
2024/7/29,154.01,,,,,
2024/7/26,153.72,,,,,
2024/7/25,153.93,,,,,
2024/7/24,153.87,,,,,
2024/7/23,155.58,,,,,
2024/7/22,157,,,,,
2024/7/19,157.49,,,,,
2024/7/18,157.37,,,,,
2024/7/17,156.16,,,,,
2024/7/16,158.34,,,,,
2024/7/15,158.01,,,,,
2024/7/12,157.89,,,,,
2024/7/11,158.8,,,,,
2024/7/10,161.67,,,,,
2024/7/9,161.31,,,,,
2024/7/8,160.81,,,,,
2024/7/5,160.72,,,,,
2024/7/4,161.25,,,,,
2024/7/3,161.68,,,,,
2024/7/2,161.44,,,,,
2024/7/1,161.45,,,,,
2024/6/28,160.83,,,,,
2024/6/27,160.74,,,,,
2024/6/26,160.79,,,,,
2024/6/25,159.69,,,,,
2024/6/24,159.59,,,,,
2024/6/21,159.79,,,,,
2024/6/20,158.9,,,,,
2024/6/19,158.08,,,,,
2024/6/18,157.85,,,,,
2024/6/17,157.71,,,,,
2024/6/14,157.37,,,,,
2024/6/13,157.02,,,,,
2024/6/12,156.71,,,,,
2024/6/11,157.07,,,,,
2024/6/10,157.02,,,,,
2024/6/7,156.7,,,,,
2024/6/6,155.6,,,,,
2024/6/5,156.1,,,,,
2024/6/4,154.87,,,,,
2024/6/3,156.1,,,,,
2024/5/31,157.31,,,,,
2024/5/30,156.81,,,,,
2024/5/29,157.6,,,,,
2024/5/28,157.16,,,,,
2024/5/27,156.86,,,,,
2024/5/24,156.99,,,,,
2024/5/23,156.93,,,,,
2024/5/22,156.77,,,,,
2024/5/21,156.15,,,,,
2024/5/20,156.24,,,,,
2024/5/17,155.65,,,,,
2024/5/16,155.38,,,,,
2024/5/15,154.87,,,,,
2024/5/14,156.42,,,,,
2024/5/13,156.2,,,,,
2024/5/10,155.72,,,,,
2024/5/9,155.46,,,,,
2024/5/8,155.48,,,,,
2024/5/7,154.69,,,,,
2024/5/6,153.88,,,,,
2024/5/3,152.98,,,,,
2024/5/2,153.63,,,,,
2024/5/1,154.47,,,,,
2024/4/30,157.8,,,,,
2024/4/29,156.33,,,,,
2024/4/26,158.33,,,,,
2024/4/25,155.65,,,,,
2024/4/24,155.34,,,,,
2024/4/23,154.82,,,,,
2024/4/22,154.84,,,,,
2024/4/19,154.63,,,,,
2024/4/18,154.63,,,,,
2024/4/17,154.38,,,,,
2024/4/16,154.71,,,,,
2024/4/15,154.27,,,,,
2024/4/12,153.28,,,,,
2024/4/11,153.27,,,,,
2024/4/10,153.17,,,,,
2024/4/9,151.77,,,,,
2024/4/8,151.79,,,,,
2024/4/5,151.61,,,,,
2024/4/4,151.33,,,,,
2024/4/3,151.68,,,,,
2024/4/2,151.55,,,,,
2024/4/1,151.63,,,,,
2024/3/29,151.31,,,,,
2024/3/28,151.37,,,,,
2024/3/27,151.32,,,,,
2024/3/26,151.55,,,,,
2024/3/25,151.41,,,,,
2024/3/22,151.42,,,,,
2024/3/21,151.61,,,,,
2024/3/20,151.25,,,,,
2024/3/19,150.85,,,,,
2024/3/18,149.14,,,,,
2024/3/15,149.02,,,,,
2024/3/14,148.32,,,,,
2024/3/13,147.74,,,,,
2024/3/12,147.68,,,,,
2024/3/11,146.94,,,,,
2024/3/8,147.07,,,,,
2024/3/7,148.03,,,,,
2024/3/6,149.37,,,,,
2024/3/5,150.04,,,,,
2024/3/4,150.51,,,,,
2024/3/1,150.11,,,,,
2024/2/29,149.98,,,,,
2024/2/28,150.67,,,,,
2024/2/27,150.5,,,,,
2024/2/26,150.69,,,,,
2024/2/23,150.5,,,,,
2024/2/22,150.51,,,,,
2024/2/21,150.28,,,,,
2024/2/20,149.99,,,,,
2024/2/19,150.11,,,,,
2024/2/16,150.21,,,,,
2024/2/15,149.91,,,,,
2024/2/14,150.55,,,,,
2024/2/13,150.79,,,,,
2024/2/12,149.34,,,,,
2024/2/9,149.3,,,,,
2024/2/8,149.31,,,,,
2024/2/7,148.18,,,,,
2024/2/6,147.94,,,,,
2024/2/5,148.67,,,,,
2024/2/2,148.37,,,,,
2024/2/1,146.42,,,,,
2024/1/31,146.88,,,,,
2024/1/30,147.6,,,,,
2024/1/29,147.49,,,,,
2024/1/26,148.16,,,,,
2024/1/25,147.65,,,,,
2024/1/24,147.5,,,,,
2024/1/23,148.36,,,,,
2024/1/22,148.09,,,,,
2024/1/19,148.14,,,,,
2024/1/18,148.15,,,,,
2024/1/17,148.15,,,,,
2024/1/16,147.18,,,,,
2024/1/15,145.73,,,,,
2024/1/12,144.9,,,,,
2024/1/11,145.28,,,,,
2024/1/10,145.73,,,,,
2024/1/9,144.47,,,,,
2024/1/8,144.22,,,,,
2024/1/5,144.65,,,,,
2024/1/4,144.62,,,,,
2024/1/3,143.29,,,,,
2024/1/2,141.98,,,,,
2024/1/1,140.87,,,,,
2023/12/29,141.06,,,,,
2023/12/28,141.39,,,,,
2023/12/27,141.83,,,,,
2023/12/26,142.38,,,,,
2023/12/25,142.34,,,,,
2023/12/22,142.41,,,,,
2023/12/21,142.1,,,,,
2023/12/20,143.56,,,,,
2023/12/19,143.82,,,,,
2023/12/18,142.74,,,,,
2023/12/15,142.15,,,,,
2023/12/14,141.87,,,,,
2023/12/13,142.88,,,,,
2023/12/12,145.43,,,,,
2023/12/11,146.16,,,,,
2023/12/8,144.93,,,,,
2023/12/7,144.12,,,,,
2023/12/6,147.31,,,,,
2023/12/5,147.15,,,,,
2023/12/4,147.2,,,,,
2023/12/1,146.81,,,,,
2023/11/30,148.19,,,,,
2023/11/29,147.24,,,,,
2023/11/28,147.48,,,,,
2023/11/27,148.67,,,,,
2023/11/24,149.44,,,,,
2023/11/23,149.56,,,,,
2023/11/22,149.53,,,,,
2023/11/21,148.39,,,,,
2023/11/20,148.36,,,,,
2023/11/17,149.62,,,,,
2023/11/16,150.71,,,,,
2023/11/15,151.35,,,,,
2023/11/14,150.38,,,,,
2023/11/13,151.71,,,,,
2023/11/10,151.5,,,,,
2023/11/9,151.34,,,,,
2023/11/8,150.97,,,,,
2023/11/7,150.34,,,,,
2023/11/6,150.07,,,,,
2023/11/3,149.37,,,,,
2023/11/2,150.44,,,,,
2023/11/1,150.95,,,,,
2023/10/31,151.67,,,,,
2023/10/30,149.1,,,,,
2023/10/27,149.6,,,,,
2023/10/26,150.38,,,,,
2023/10/25,150.21,,,,,
2023/10/24,149.91,,,,,
2023/10/23,149.7,,,,,
2023/10/20,149.84,,,,,
2023/10/19,149.78,,,,,
2023/10/18,149.92,,,,,
2023/10/17,149.8,,,,,
2023/10/16,149.5,,,,,
2023/10/13,149.55,,,,,
2023/10/12,149.8,,,,,
2023/10/11,149.15,,,,,
2023/10/10,148.7,,,,,
2023/10/9,148.5,,,,,
2023/10/6,149.32,,,,,
2023/10/5,148.5,,,,,
2023/10/4,149.12,,,,,
2023/10/3,149.02,,,,,
2023/10/2,149.85,,,,,
2023/9/29,149.35,,,,,
2023/9/28,149.29,,,,,
2023/9/27,149.63,,,,,
2023/9/26,149.05,,,,,
2023/9/25,148.88,,,,,
2023/9/22,148.37,,,,,
2023/9/21,147.58,,,,,
2023/9/20,148.33,,,,,
2023/9/19,147.86,,,,,
2023/9/18,147.6,,,,,
2023/9/15,147.82,,,,,
2023/9/14,147.47,,,,,
2023/9/13,147.45,,,,,
2023/9/12,147.08,,,,,
2023/9/11,146.58,,,,,
2023/9/8,147.81,,,,,
2023/9/7,147.29,,,,,
2023/9/6,147.65,,,,,
2023/9/5,147.71,,,,,
2023/9/4,146.46,,,,,
2023/9/1,146.23,,,,,
2023/8/31,145.53,,,,,
2023/8/30,146.24,,,,,
2023/8/29,145.87,,,,,
2023/8/28,146.54,,,,,
2023/8/25,146.41,,,,,
2023/8/24,145.87,,,,,
2023/8/23,144.83,,,,,
2023/8/22,145.88,,,,,
2023/8/21,146.17,,,,,
2023/8/18,145.37,,,,,
2023/8/17,145.83,,,,,
2023/8/16,146.35,,,,,
2023/8/15,145.57,,,,,
2023/8/14,145.54,,,,,
2023/8/11,144.96,,,,,
2023/8/10,144.73,,,,,
2023/8/9,143.72,,,,,
2023/8/8,143.37,,,,,
2023/8/7,142.49,,,,,
2023/8/4,141.75,,,,,
2023/8/3,142.54,,,,,
2023/8/2,143.32,,,,,
2023/8/1,143.32,,,,,
2023/7/31,142.28,,,,,
2023/7/28,141.15,,,,,
2023/7/27,139.44,,,,,
2023/7/26,140.21,,,,,
2023/7/25,140.9,,,,,
2023/7/24,141.44,,,,,
2023/7/21,141.79,,,,,
2023/7/20,140.07,,,,,
2023/7/19,139.67,,,,,
2023/7/18,138.81,,,,,
2023/7/17,138.71,,,,,
2023/7/14,138.73,,,,,
2023/7/13,138.03,,,,,
2023/7/12,138.5,,,,,
2023/7/11,140.37,,,,,
2023/7/10,141.31,,,,,
2023/7/7,142.07,,,,,
2023/7/6,144.06,,,,,
2023/7/5,144.64,,,,,
2023/7/4,144.45,,,,,
2023/7/3,144.66,,,,,
2023/6/30,144.32,,,,,
2023/6/29,144.77,,,,,
2023/6/28,144.46,,,,,
2023/6/27,144.07,,,,,
2023/6/26,143.5,,,,,
2023/6/23,143.68,,,,,
2023/6/22,143.11,,,,,
2023/6/21,141.88,,,,,
2023/6/20,141.44,,,,,
2023/6/19,141.98,,,,,
2023/6/16,141.82,,,,,
2023/6/15,140.27,,,,,
2023/6/14,140.09,,,,,
2023/6/13,140.21,,,,,
2023/6/12,139.6,,,,,
2023/6/9,139.34,,,,,
2023/6/8,138.91,,,,,
2023/6/7,140.11,,,,,
2023/6/6,139.63,,,,,
2023/6/5,139.54,,,,,
2023/6/2,139.94,,,,,
2023/6/1,138.79,,,,,
2023/5/31,139.34,,,,,
2023/5/30,139.79,,,,,
2023/5/29,140.44,,,,,
2023/5/26,140.62,,,,,
2023/5/25,140.05,,,,,
2023/5/24,139.46,,,,,
2023/5/23,138.58,,,,,
2023/5/22,138.6,,,,,
2023/5/19,137.95,,,,,
2023/5/18,138.71,,,,,
2023/5/17,137.67,,,,,
2023/5/16,136.37,,,,,
2023/5/15,136.11,,,,,
2023/5/12,135.71,,,,,
2023/5/11,134.54,,,,,
2023/5/10,134.34,,,,,
2023/5/9,135.21,,,,,
2023/5/8,135.08,,,,,
2023/5/5,134.83,,,,,
2023/5/4,134.27,,,,,
2023/5/3,134.68,,,,,
2023/5/2,136.53,,,,,
2023/5/1,137.48,,,,,
2023/4/28,136.28,,,,,
2023/4/27,133.94,,,,,
2023/4/26,133.66,,,,,
2023/4/25,133.71,,,,,
2023/4/24,134.22,,,,,
2023/4/21,134.15,,,,,
2023/4/20,134.23,,,,,
2023/4/19,134.69,,,,,
2023/4/18,134.09,,,,,
2023/4/17,134.46,,,,,
2023/4/14,133.77,,,,,
2023/4/13,132.56,,,,,
2023/4/12,133.12,,,,,
2023/4/11,133.65,,,,,
2023/4/10,133.6,,,,,
2023/4/7,132.13,,,,,
2023/4/6,131.76,,,,,
2023/4/5,131.31,,,,,
2023/4/4,131.69,,,,,
2023/4/3,132.41,,,,,
2023/3/31,132.79,,,,,
2023/3/30,132.65,,,,,
2023/3/29,132.84,,,,,
2023/3/28,130.86,,,,,
2023/3/27,131.56,,,,,
2023/3/24,130.69,,,,,
2023/3/23,130.81,,,,,
2023/3/22,131.44,,,,,
2023/3/21,132.49,,,,,
2023/3/20,131.31,,,,,
2023/3/17,131.79,,,,,
2023/3/16,133.72,,,,,
2023/3/15,133.4,,,,,
2023/3/14,134.22,,,,,
2023/3/13,133.18,,,,,
2023/3/10,134.98,,,,,
2023/3/9,136.14,,,,,
2023/3/8,137.34,,,,,
2023/3/7,137.14,,,,,
2023/3/6,135.91,,,,,
2023/3/3,135.86,,,,,
2023/3/2,136.76,,,,,
2023/3/1,136.16,,,,,
2023/2/28,136.2,,,,,
2023/2/27,136.2,,,,,
2023/2/24,136.46,,,,,
2023/2/23,134.7,,,,,
2023/2/22,134.9,,,,,
2023/2/21,134.99,,,,,
2023/2/20,134.23,,,,,
2023/2/17,134.15,,,,,
2023/2/16,133.94,,,,,
2023/2/15,134.11,,,,,
2023/2/14,133.11,,,,,
2023/2/13,132.4,,,,,
2023/2/10,131.41,,,,,
2023/2/9,131.56,,,,,
2023/2/8,131.37,,,,,
2023/2/7,131.05,,,,,
2023/2/6,132.65,,,,,
2023/2/3,131.17,,,,,
2023/2/2,128.65,,,,,
2023/2/1,128.93,,,,,
2023/1/31,130.09,,,,,
2023/1/30,130.44,,,,,
2023/1/27,129.85,,,,,
2023/1/26,130.21,,,,,
2023/1/25,129.59,,,,,
2023/1/24,130.15,,,,,
2023/1/23,130.66,,,,,
2023/1/20,129.57,,,,,
2023/1/19,128.42,,,,,
2023/1/18,128.88,,,,,
2023/1/17,128.13,,,,,
2023/1/16,128.54,,,,,
2023/1/13,127.88,,,,,
2023/1/12,129.22,,,,,
2023/1/11,132.47,,,,,
2023/1/10,132.25,,,,,
2023/1/9,131.88,,,,,
2023/1/6,132.07,,,,,
2023/1/5,133.4,,,,,
2023/1/4,132.62,,,,,
2023/1/3,131,,,,,
2023/1/2,130.73,,,,,
2022/12/30,131.11,,,,,
2022/12/29,133.01,,,,,
2022/12/28,134.47,,,,,
2022/12/27,133.48,,,,,
2022/12/26,132.86,,,,,
2022/12/23,132.79,,,,,
2022/12/22,132.33,,,,,
2022/12/21,132.47,,,,,
2022/12/20,131.7,,,,,
2022/12/19,136.88,,,,,
2022/12/16,136.69,,,,,
2022/12/15,137.76,,,,,
2022/12/14,135.47,,,,,
2022/12/13,135.57,,,,,
2022/12/12,137.66,,,,,
2022/12/9,136.56,,,,,
2022/12/8,136.65,,,,,
2022/12/7,136.6,,,,,
2022/12/6,137.05,,,,,
2022/12/5,136.74,,,,,
2022/12/2,134.3,,,,,
2022/12/1,135.27,,,,,
2022/11/30,138.03,,,,,
2022/11/29,138.68,,,,,
2022/11/28,138.94,,,,,
2022/11/25,139.1,,,,,
2022/11/24,138.61,,,,,
2022/11/23,139.59,,,,,
2022/11/22,141.24,,,,,
2022/11/21,142.12,,,,,
2022/11/18,140.35,,,,,
2022/11/17,140.18,,,,,
2022/11/16,139.55,,,,,
2022/11/15,139.29,,,,,
2022/11/14,139.88,,,,,
2022/11/11,138.79,,,,,
2022/11/10,140.95,,,,,
2022/11/9,146.44,,,,,
2022/11/8,145.66,,,,,
2022/11/7,146.62,,,,,
2022/11/4,146.59,,,,,
2022/11/3,148.27,,,,,
2022/11/2,147.9,,,,,
2022/11/1,148.28,,,,,
2022/10/31,148.71,,,,,
2022/10/28,147.45,,,,,
2022/10/27,146.27,,,,,
2022/10/26,146.35,,,,,
2022/10/25,147.91,,,,,
2022/10/24,148.96,,,,,
2022/10/21,147.64,,,,,
2022/10/20,150.14,,,,,
2022/10/19,149.89,,,,,
2022/10/18,149.26,,,,,
2022/10/17,149.03,,,,,
2022/10/14,148.74,,,,,
2022/10/13,147.22,,,,,
2022/10/12,146.91,,,,,
2022/10/11,145.86,,,,,
2022/10/10,145.68,,,,,
2022/10/7,145.33,,,,,
2022/10/6,145.12,,,,,
2022/10/5,144.63,,,,,
2022/10/4,144.09,,,,,
2022/10/3,144.53,,,,,
2022/9/30,144.75,,,,,
2022/9/29,144.45,,,,,
2022/9/28,144.16,,,,,
2022/9/27,144.76,,,,,
2022/9/26,144.75,,,,,
2022/9/23,143.32,,,,,
2022/9/22,142.35,,,,,
2022/9/21,144.04,,,,,
2022/9/20,143.72,,,,,
2022/9/19,143.2,,,,,
2022/9/16,142.91,,,,,
2022/9/15,143.52,,,,,
2022/9/14,143.15,,,,,
2022/9/13,144.55,,,,,
2022/9/12,142.83,,,,,
2022/9/9,142.52,,,,,
2022/9/8,144.09,,,,,
2022/9/7,143.7,,,,,
2022/9/6,142.79,,,,,
2022/9/5,140.59,,,,,
2022/9/2,140.2,,,,,
2022/9/1,140.2,,,,,
2022/8/31,138.96,,,,,
2022/8/30,138.79,,,,,
2022/8/29,138.69,,,,,
2022/8/26,137.52,,,,,
2022/8/25,136.5,,,,,
2022/8/24,137.11,,,,,
2022/8/23,136.78,,,,,
2022/8/22,137.47,,,,,
2022/8/19,136.93,,,,,
2022/8/18,135.88,,,,,
2022/8/17,135.01,,,,,
2022/8/16,134.21,,,,,
2022/8/15,133.32,,,,,
2022/8/12,133.48,,,,,
2022/8/11,133,,,,,
2022/8/10,132.87,,,,,
2022/8/9,135.13,,,,,
2022/8/8,135,,,,,
2022/8/5,134.97,,,,,
2022/8/4,132.85,,,,,
2022/8/3,133.86,,,,,
2022/8/2,133.16,,,,,
2022/8/1,131.61,,,,,
2022/7/29,133.19,,,,,
2022/7/28,134.28,,,,,
2022/7/27,136.55,,,,,
2022/7/26,136.91,,,,,
2022/7/25,136.66,,,,,
2022/7/22,136.05,,,,,
2022/7/21,137.37,,,,,
2022/7/20,138.2,,,,,
2022/7/19,138.18,,,,,
2022/7/18,138.12,,,,,
2022/7/15,138.53,,,,,
2022/7/14,138.9,,,,,
2022/7/13,137.42,,,,,
2022/7/12,136.86,,,,,
2022/7/11,137.42,,,,,
2022/7/8,136.08,,,,,
2022/7/7,135.98,,,,,
2022/7/6,135.93,,,,,
2022/7/5,135.87,,,,,
2022/7/4,135.69,,,,,
2022/7/1,135.19,,,,,
2022/6/30,135.73,,,,,
2022/6/29,136.58,,,,,
2022/6/28,136.12,,,,,
2022/6/27,135.43,,,,,
2022/6/24,135.17,,,,,
2022/6/23,134.93,,,,,
2022/6/22,136.26,,,,,
2022/6/21,136.61,,,,,
2022/6/20,135.08,,,,,
2022/6/17,134.96,,,,,
2022/6/16,132.2,,,,,
2022/6/15,133.83,,,,,
2022/6/14,135.47,,,,,
2022/6/13,134.4,,,,,
2022/6/10,134.42,,,,,
2022/6/9,134.33,,,,,
2022/6/8,134.24,,,,,
2022/6/7,132.58,,,,,
2022/6/6,131.87,,,,,
2022/6/3,130.86,,,,,
2022/6/2,129.83,,,,,
2022/6/1,130.11,,,,,
2022/5/31,128.68,,,,,
2022/5/30,127.55,,,,,
2022/5/27,127.11,,,,,
2022/5/26,127.14,,,,,
2022/5/25,127.31,,,,,
2022/5/24,126.8,,,,,
2022/5/23,127.87,,,,,
2022/5/20,127.85,,,,,
2022/5/19,127.8,,,,,
2022/5/18,128.22,,,,,
2022/5/17,129.39,,,,,
2022/5/16,129.16,,,,,
2022/5/13,129.19,,,,,
2022/5/12,128.32,,,,,
2022/5/11,129.96,,,,,
2022/5/10,130.43,,,,,
2022/5/9,130.25,,,,,
2022/5/6,130.56,,,,,
2022/5/5,130.13,,,,,
2022/5/4,129.07,,,,,
2022/5/3,130.1,,,,,
2022/5/2,130.14,,,,,
2022/4/29,129.83,,,,,
2022/4/28,130.85,,,,,
2022/4/27,128.42,,,,,
2022/4/26,127.22,,,,,
2022/4/25,128.12,,,,,
2022/4/22,128.56,,,,,
2022/4/21,128.39,,,,,
2022/4/20,127.88,,,,,
2022/4/19,128.9,,,,,
2022/4/18,126.97,,,,,
2022/4/15,126.35,,,,,
2022/4/14,125.86,,,,,
2022/4/13,125.66,,,,,
2022/4/12,125.35,,,,,
2022/4/11,125.35,,,,,
2022/4/8,124.32,,,,,
2022/4/7,123.92,,,,,
2022/4/6,123.79,,,,,
2022/4/5,123.6,,,,,
2022/4/4,122.78,,,,,
2022/4/1,122.49,,,,,
2022/3/31,121.66,,,,,
2022/3/30,121.8,,,,,
2022/3/29,122.84,,,,,
2022/3/28,123.91,,,,,
2022/3/25,122.06,,,,,
2022/3/24,122.33,,,,,
2022/3/23,121.15,,,,,
2022/3/22,120.8,,,,,
2022/3/21,119.47,,,,,
2022/3/18,119.17,,,,,
2022/3/17,118.59,,,,,
2022/3/16,118.72,,,,,
2022/3/15,118.28,,,,,
2022/3/14,118.18,,,,,
2022/3/11,117.28,,,,,
